ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
3702;2.0;-58.1;2.41;0.13;Negativno;Ne
3703;2.2;-59.7;6.81;0.93;Negativno;Ne
3704;8.0;-61.2;6.32;0.04;Negativno;Ne
3705;8.8;-46.2;5.32;0.19;Negativno;Ne
3706;9.8;-71.4;7.43;0.23;Negativno;Ne
3707;0.5;-69.0;7.34;0.12;Negativno;Ne
3708;1.7;-57.6;5.81;0.32;Negativno;Ne
3709;4.7;-67.8;3.97;0.25;Negativno;Ne
3710;5.7;-71.3;4.6;2.5;Negativno;Ne
3711;0.6;-68.1;6.32;1.16;Negativno;Ne
3712;0.8;-52.8;8.29;1.18;Negativno;Ne
3713;5.9;-57.7;5.95;0.16;Negativno;Ne
3714;2.4;-70.3;3.19;0.63;Negativno;Ne
3715;15.2;-44.7;8.17;0.16;Negativno;Ne
3716;2.1;-59.3;8.2;0.14;Negativno;Ne
3717;1.7;-64.7;10.1;0.78;Negativno;Ne
3718;4.5;-69.6;10.92;1.9;Negativno;Ne
3719;0.2;-48.8;7.32;1.54;Negativno;Ne
3720;7.1;-62.6;6.09;1.24;Negativno;Ne
3721;3.6;-67.3;4.09;0.51;Negativno;Ne
3722;0.4;-69.5;7.09;1.35;Negativno;Ne
3723;19.4;-57.7;4.93;0.19;Negativno;Ne
3724;7.2;-56.3;8.77;2.1;Negativno;Ne
3725;1.9;-50.0;3.06;0.14;Negativno;Ne
3726;0.8;-53.7;8.81;0.33;Negativno;Ne
3727;6.2;-56.1;6.5;0.31;Negativno;Ne
3728;5.2;-61.5;5.14;0.79;Negativno;Ne
3729;2.7;-46.4;8.37;0.42;Negativno;Ne
3730;3.8;-50.9;10.83;1.79;Negativno;Ne
3731;2.1;-80.5;8.01;0.61;Negativno;Ne
3732;28.2;-65.4;5.76;1.32;Negativno;Ne
3733;0.7;-61.1;6.82;0.54;Negativno;Ne
3734;7.4;-34.6;6.81;0.37;Negativno;Ne
3735;4.4;-56.1;5.05;0.48;Negativno;Ne
3736;11.9;-70.4;3.81;0.91;Negativno;Ne
3737;1.3;-77.3;10.09;0.23;Negativno;Ne
3738;8.3;-47.0;9.51;1.51;Negativno;Ne
3739;0.9;-70.5;4.67;1.38;Negativno;Ne
3740;0.1;-49.3;7.7;0.01;Negativno;Ne
3741;2.8;-51.1;8.05;0.02;Negativno;Ne
3742;1.1;-70.2;5.52;0.13;Negativno;Ne
3743;1.0;-60.7;7.34;0.71;Negativno;Ne
3744;3.4;-60.5;7.88;0.81;Negativno;Ne
3745;2.5;-57.6;4.01;1.26;Negativno;Ne
3746;2.3;-53.2;4.91;1.22;Negativno;Ne
3747;6.8;-69.9;5.48;0.33;Negativno;Ne
3748;1.1;-56.2;7.6;0.28;Negativno;Ne
3749;4.5;-64.7;4.21;0.07;Negativno;Ne
3750;3.4;-45.1;5.32;0.08;Negativno;Ne
3751;4.3;-57.5;8.87;0.06;Negativno;Ne
3752;11.8;-72.0;8.37;1.15;Negativno;Ne
3753;5.2;-63.5;5.92;0.26;Negativno;Ne
3754;2.8;-80.0;4.05;0.37;Negativno;Ne
3755;1.5;-65.2;7.65;0.38;Negativno;Ne
3756;19.1;-72.1;8.71;0.25;Negativno;Ne
3757;4.7;-54.3;8.17;0.29;Negativno;Ne
3758;3.9;-49.3;4.4;0.0;Negativno;Ne
3759;9.8;-67.2;9.12;0.58;Negativno;Ne
3760;0.5;-77.7;6.95;0.06;Negativno;Ne
3761;3.2;-68.9;7.88;0.06;Negativno;Ne
3762;22.8;-66.5;6.18;0.42;Negativno;Ne
3763;3.0;-64.3;6.51;0.85;Negativno;Ne
3764;1.7;-68.1;8.79;0.08;Negativno;Ne
3765;0.7;-65.6;5.26;0.02;Negativno;Ne
3766;2.1;-53.0;4.92;0.12;Negativno;Ne
3767;3.3;-70.5;8.79;0.77;Negativno;Ne
3768;2.2;-80.5;3.59;0.01;Negativno;Ne
3769;2.0;-40.4;6.8;0.2;Negativno;Ne
3770;0.2;-59.8;6.27;1.12;Negativno;Ne
3771;11.5;-67.2;5.26;0.0;Negativno;Ne
3772;5.7;-48.7;5.92;0.46;Negativno;Ne
3773;1.7;-55.5;6.05;0.16;Negativno;Ne
3774;2.0;-44.9;5.7;0.78;Negativno;Ne
3775;1.4;-55.1;6.95;0.22;Negativno;Ne
3776;4.0;-48.8;9.56;0.3;Negativno;Ne
3777;8.0;-55.8;3.17;0.06;Negativno;Ne
3778;0.4;-75.4;8.85;0.24;Negativno;Ne
3779;4.1;-54.5;7.44;0.04;Negativno;Ne
3780;4.9;-56.3;4.54;0.12;Negativno;Ne
3781;0.6;-45.0;8.41;0.04;Negativno;Ne
3782;3.6;-65.7;6.14;0.17;Negativno;Ne
3783;0.3;-64.3;6.1;0.99;Negativno;Ne
3784;4.3;-47.1;8.05;0.17;Negativno;Ne
3785;6.2;-69.0;6.05;0.84;Negativno;Ne
3786;5.8;-65.8;6.69;0.51;Negativno;Ne
3787;16.5;-53.0;8.96;0.42;Negativno;Ne
3788;0.9;-57.3;9.77;0.24;Negativno;Ne
3789;2.0;-66.8;8.1;0.01;Negativno;Ne
3790;9.2;-41.1;4.55;0.59;Negativno;Ne
3791;7.5;-44.7;5.82;0.27;Pozitivno;Ne
3792;1.3;-82.8;4.3;0.26;Negativno;Ne
3793;12.2;-48.5;5.18;0.38;Negativno;Ne
3794;2.8;-55.8;3.91;0.3;Negativno;Ne
3795;1.1;-47.6;10.7;0.4;Negativno;Ne
3796;3.3;-68.1;9.18;0.32;Negativno;Ne
3797;1.0;-62.0;5.84;0.44;Negativno;Ne
3798;3.8;-68.0;5.06;0.4;Negativno;Ne
3799;2.9;-58.3;6.46;0.58;Negativno;Ne
3800;7.9;-57.5;8.56;0.01;Negativno;Ne
3801;1.8;-59.0;5.71;0.09;Negativno;Ne
3802;1.6;-61.2;6.67;0.76;Negativno;Ne
3803;7.4;-59.5;10.71;0.09;Negativno;Ne
3804;14.8;-53.7;4.33;0.57;Negativno;Ne
3805;4.1;-60.2;7.39;1.51;Negativno;Ne
3806;1.2;-54.4;5.23;0.5;Negativno;Ne
3807;17.3;-67.0;6.56;0.24;Negativno;Ne
3808;2.2;-49.3;3.44;1.67;Negativno;Ne
3809;17.4;-75.1;5.81;0.33;Negativno;Ne
3810;14.0;-58.2;6.5;0.1;Negativno;Ne
3811;1.6;-44.9;7.78;0.59;Negativno;Ne
3812;5.1;-61.3;3.23;0.27;Negativno;Ne
3813;15.3;-53.9;5.86;1.51;Negativno;Ne
3814;2.7;-51.2;8.73;0.65;Negativno;Ne
3815;0.2;-78.8;8.81;0.89;Negativno;Ne
3816;6.2;-59.6;6.85;0.48;Negativno;Ne
3817;5.0;-82.1;7.39;0.2;Negativno;Ne
3818;10.2;-69.4;6.86;1.11;Negativno;Ne
3819;11.0;-60.6;4.69;0.39;Negativno;Ne
3820;0.1;-56.9;7.14;0.27;Negativno;Ne
3821;0.3;-65.6;6.71;0.36;Negativno;Ne
3822;1.2;-59.7;7.35;0.06;Negativno;Ne
3823;10.3;-62.7;7.63;0.67;Negativno;Ne
3824;3.6;-58.1;4.85;0.41;Negativno;Ne
3825;1.1;-64.5;10.73;0.43;Negativno;Ne
3826;21.1;-67.5;6.52;0.44;Negativno;Ne
3827;0.5;-49.9;1.89;0.63;Negativno;Ne
3828;3.0;-57.9;7.34;0.45;Negativno;Ne
3829;9.9;-73.7;4.9;0.99;Negativno;Ne
3830;1.6;-51.3;8.08;0.26;Negativno;Ne
3831;4.6;-68.7;9.81;0.95;Negativno;Ne
3832;0.2;-72.6;7.73;0.21;Negativno;Ne
3833;1.0;-59.5;10.52;0.42;Negativno;Ne
3834;5.1;-68.5;7.72;0.25;Negativno;Ne
3835;2.0;-64.9;8.27;0.66;Negativno;Ne
3836;3.0;-67.9;7.14;0.37;Negativno;Ne
3837;3.6;-58.6;5.46;0.26;Negativno;Ne
3838;18.8;-59.0;8.58;0.47;Negativno;Ne
3839;2.0;-51.5;7.64;0.1;Negativno;Ne
3840;5.4;-63.9;6.84;0.77;Negativno;Ne
3841;2.4;-57.2;5.45;0.11;Negativno;Ne
3842;3.5;-61.2;9.24;0.05;Negativno;Ne
3843;1.2;-45.2;3.64;1.94;Negativno;Ne
3844;0.0;-65.4;9.02;0.19;Negativno;Ne
3845;1.8;-51.6;7.23;0.01;Negativno;Ne
3846;0.2;-63.8;6.66;0.55;Negativno;Ne
3847;6.3;-49.3;7.83;0.46;Negativno;Ne
3848;12.4;-66.4;8.32;1.4;Negativno;Ne
3849;0.0;-62.0;8.55;0.39;Negativno;Ne
3850;2.9;-61.3;5.93;0.24;Negativno;Ne
3851;0.3;-36.9;9.71;1.34;Negativno;Ne
3852;1.1;-61.4;4.29;0.09;Negativno;Ne
3853;3.6;-64.0;8.04;0.77;Negativno;Ne
3854;1.3;-36.8;6.16;0.12;Negativno;Ne
3855;4.4;-61.9;8.23;0.01;Negativno;Ne
3856;3.6;-82.9;4.92;0.34;Negativno;Ne
3857;6.3;-56.5;6.97;0.35;Negativno;Ne
3858;2.4;-51.7;3.58;0.29;Negativno;Ne
3859;5.3;-60.9;6.74;0.39;Negativno;Ne
3860;6.3;-60.8;4.71;0.23;Negativno;Ne
3861;10.8;-59.0;7.49;0.43;Negativno;Ne
3862;1.3;-61.1;6.23;0.16;Negativno;Ne
3863;0.3;-55.3;7.02;0.17;Negativno;Ne
3864;0.1;-73.2;10.09;0.41;Negativno;Ne
3865;1.2;-53.5;5.95;0.49;Negativno;Ne
3866;4.6;-56.8;7.73;1.21;Negativno;Ne
3867;14.9;-60.3;4.35;0.11;Negativno;Ne
3868;2.8;-68.2;5.56;0.63;Negativno;Ne
3869;8.1;-63.6;7.6;0.2;Negativno;Ne
3870;0.5;-37.1;6.01;0.46;Negativno;Ne
3871;1.0;-63.1;6.93;0.21;Negativno;Ne
3872;8.3;-65.2;3.1;0.68;Negativno;Ne
3873;1.3;-59.3;8.06;0.87;Negativno;Ne
3874;27.4;-46.3;7.79;0.18;Negativno;Ne
3875;1.0;-67.1;4.18;0.16;Negativno;Ne
3876;0.9;-52.8;8.23;0.08;Negativno;Ne
3877;0.2;-57.3;9.19;0.1;Negativno;Ne
3878;6.9;-54.9;8.09;0.9;Negativno;Ne
3879;11.8;-54.6;5.05;0.48;Negativno;Ne
3880;1.4;-57.8;6.97;0.18;Negativno;Ne
3881;4.1;-59.7;7.46;0.13;Negativno;Ne
3882;3.5;-73.8;7.01;0.12;Negativno;Ne
3883;19.4;-57.2;6.55;1.18;Negativno;Ne
3884;0.3;-60.2;6.86;0.12;Negativno;Ne
3885;1.2;-70.0;11.04;0.01;Negativno;Ne
3886;1.5;-58.4;4.99;0.1;Negativno;Ne
3887;18.6;-50.7;5.92;0.17;Negativno;Ne
3888;1.8;-44.9;7.76;0.37;Negativno;Ne
3889;21.1;-76.4;6.56;0.02;Negativno;Ne
3890;0.4;-44.4;10.31;0.28;Negativno;Ne
3891;1.2;-79.8;6.0;0.57;Negativno;Ne
3892;24.9;-41.0;4.58;0.35;Negativno;Ne
3893;9.0;-65.5;8.44;0.51;Negativno;Ne
3894;0.8;-53.2;4.31;0.18;Negativno;Ne
3895;1.5;-55.7;5.72;2.13;Negativno;Ne
3896;5.7;-74.1;8.53;0.0;Negativno;Ne
3897;0.3;-68.4;7.83;0.83;Negativno;Ne
3898;1.5;-64.6;6.08;0.99;Negativno;Ne
3899;12.9;-61.9;5.74;0.93;Negativno;Ne
3900;2.9;-48.7;8.23;1.14;Negativno;Ne
3901;10.5;-58.2;3.92;0.06;Negativno;Ne
3902;5.4;-68.6;7.7;0.01;Negativno;Ne
3903;0.4;-63.8;6.7;0.52;Negativno;Ne
3904;5.5;-77.2;6.85;0.59;Negativno;Ne
3905;5.3;-62.6;8.4;0.54;Negativno;Ne
3906;2.9;-56.4;7.54;0.24;Negativno;Ne
3907;0.9;-76.1;4.97;0.4;Negativno;Ne
3908;1.4;-59.3;5.0;1.15;Negativno;Ne
3909;4.5;-72.0;7.09;0.35;Negativno;Ne
3910;8.8;-69.0;13.28;0.02;Negativno;Ne
3911;0.2;-73.7;5.87;2.31;Negativno;Ne
3912;0.2;-62.9;8.62;0.46;Negativno;Ne
3913;3.4;-66.9;7.5;1.28;Negativno;Ne
3914;14.7;-67.5;9.9;0.85;Negativno;Ne
3915;4.3;-57.5;8.81;0.78;Negativno;Ne
3916;14.9;-64.0;3.33;0.04;Negativno;Ne
3917;0.7;-55.9;5.26;0.08;Negativno;Ne
3918;0.2;-63.5;5.62;0.57;Negativno;Ne
3919;6.2;-50.2;6.58;0.09;Negativno;Ne
3920;0.5;-63.0;4.83;0.03;Pozitivno;Ne
3921;1.1;-65.0;5.75;0.47;Negativno;Ne
3922;0.7;-68.7;9.55;0.37;Negativno;Ne
3923;5.0;-68.4;11.16;1.09;Negativno;Ne
3924;10.3;-57.9;6.52;0.99;Negativno;Ne
3925;3.6;-58.6;7.35;0.38;Negativno;Ne
3926;13.8;-69.9;9.89;0.11;Negativno;Ne
3927;2.1;-79.6;6.68;0.06;Negativno;Ne
3928;0.8;-68.2;6.96;0.88;Negativno;Ne
3929;5.4;-58.6;9.47;0.41;Negativno;Ne
3930;0.7;-53.3;6.1;0.17;Negativno;Ne
3931;2.1;-46.5;6.34;0.73;Negativno;Ne
3932;3.0;-72.8;7.99;0.69;Negativno;Ne
3933;0.6;-55.6;9.19;1.02;Negativno;Ne
3934;4.5;-61.2;4.68;0.04;Negativno;Ne
3935;5.7;-41.7;7.24;0.36;Negativno;Ne
3936;1.4;-47.5;5.01;0.14;Negativno;Ne
3937;3.3;-54.4;3.23;0.31;Negativno;Ne
3938;0.3;-59.1;6.05;0.33;Negativno;Ne
3939;12.9;-69.0;7.72;0.1;Negativno;Ne
3940;1.9;-63.9;9.78;0.47;Negativno;Ne
3941;1.8;-56.8;6.77;0.13;Negativno;Ne
3942;8.0;-61.5;5.08;0.37;Negativno;Ne
3943;5.9;-44.7;9.14;0.04;Negativno;Ne
3944;20.1;-73.3;7.5;0.68;Negativno;Ne
3945;10.5;-61.7;5.61;0.22;Negativno;Ne
3946;6.8;-65.6;8.79;0.97;Negativno;Ne
3947;3.3;-70.8;7.17;0.45;Negativno;Ne
3948;4.6;-79.6;6.67;0.3;Negativno;Ne
3949;0.0;-46.0;6.3;0.34;Negativno;Ne
3950;15.5;-56.0;11.15;0.71;Negativno;Ne
3951;0.2;-45.5;7.8;0.2;Negativno;Ne
3952;6.7;-54.5;5.74;1.17;Negativno;Ne
3953;1.7;-66.0;10.93;0.28;Negativno;Ne
3954;1.7;-62.0;1.14;1.06;Negativno;Ne
3955;0.0;-68.2;8.07;0.39;Negativno;Ne
3956;8.8;-63.0;6.48;0.33;Negativno;Ne
3957;0.7;-79.1;11.47;2.19;Negativno;Ne
3958;6.2;-41.6;7.04;0.89;Negativno;Ne
3959;0.3;-64.6;2.34;0.67;Negativno;Ne
3960;9.0;-63.8;12.57;0.7;Negativno;Ne
3961;5.5;-61.3;2.67;0.21;Negativno;Ne
3962;16.2;-62.4;5.94;0.1;Negativno;Ne
3963;2.2;-55.5;8.82;0.02;Negativno;Ne
3964;2.0;-69.9;7.67;0.3;Negativno;Ne
3965;24.7;-81.0;6.6;1.43;Negativno;Ne
3966;5.4;-48.6;7.82;0.04;Negativno;Ne
3967;4.8;-44.6;6.04;0.86;Negativno;Ne
3968;6.3;-76.7;5.91;0.19;Negativno;Ne
3969;6.4;-42.4;5.53;0.25;Negativno;Ne
3970;3.4;-52.4;6.45;0.41;Negativno;Ne
3971;21.9;-55.6;8.65;0.28;Negativno;Ne
3972;0.2;-72.4;4.17;0.11;Negativno;Ne
3973;4.5;-59.8;5.57;1.15;Negativno;Ne
3974;1.6;-40.1;7.05;0.53;Negativno;Ne
3975;0.7;-49.3;9.56;0.7;Negativno;Ne
3976;1.3;-56.2;6.95;0.03;Negativno;Ne
3977;3.9;-69.5;7.84;0.3;Negativno;Ne
3978;12.5;-69.1;9.43;1.75;Negativno;Ne
3979;0.2;-69.3;5.35;0.16;Negativno;Ne
3980;11.5;-51.5;6.3;0.36;Negativno;Ne
3981;8.4;-64.2;4.61;0.2;Negativno;Ne
3982;2.1;-53.6;4.92;0.8;Negativno;Ne
3983;0.2;-66.7;2.96;1.93;Negativno;Ne
3984;9.4;-58.2;5.15;0.12;Negativno;Ne
3985;1.1;-65.9;7.03;0.75;Negativno;Ne
3986;6.5;-69.5;10.33;3.12;Negativno;Ne
3987;3.2;-60.1;6.06;0.63;Negativno;Ne
3988;6.4;-74.8;5.58;0.44;Negativno;Ne
3989;1.6;-73.4;7.71;0.02;Negativno;Ne
3990;1.4;-53.2;9.69;0.56;Negativno;Ne
3991;6.3;-76.0;8.19;0.15;Negativno;Ne
3992;2.2;-68.9;2.72;0.4;Negativno;Ne
3993;2.9;-72.9;6.75;0.08;Negativno;Ne
3994;5.7;-57.5;7.01;0.39;Negativno;Ne
3995;0.8;-59.4;8.01;0.29;Negativno;Ne
3996;0.6;-54.6;7.82;0.75;Negativno;Ne
3997;5.1;-74.9;5.93;0.35;Negativno;Ne
3998;1.8;-58.9;4.2;0.56;Negativno;Ne
3999;13.3;-62.8;2.23;1.01;Negativno;Ne
4000;4.7;-52.9;8.02;0.07;Negativno;Ne
4001;1.8;-62.5;3.49;0.65;Negativno;Ne
4002;2.2;-56.3;5.48;0.3;Negativno;Ne
4003;8.0;-68.7;9.66;0.12;Negativno;Ne
4004;0.1;-50.2;9.09;0.21;Negativno;Ne
4005;0.8;-70.8;6.35;0.12;Negativno;Ne
4006;5.2;-57.8;8.14;0.23;Negativno;Ne
4007;7.2;-56.7;8.18;0.1;Negativno;Ne
4008;0.2;-55.7;5.16;1.65;Negativno;Ne
4009;1.1;-64.2;10.2;0.05;Negativno;Ne
4010;3.2;-56.8;5.64;1.23;Negativno;Ne
4011;1.0;-52.5;8.47;0.21;Negativno;Ne
4012;1.7;-60.7;10.17;0.43;Negativno;Ne
4013;2.4;-70.6;6.08;0.33;Negativno;Ne
4014;3.1;-46.8;5.72;0.5;Negativno;Ne
4015;6.5;-59.6;5.86;0.81;Negativno;Ne
4016;1.6;-51.9;8.03;1.06;Negativno;Ne
4017;4.7;-60.6;8.18;0.18;Negativno;Ne
4018;1.2;-49.1;6.3;0.57;Negativno;Ne
4019;3.8;-55.4;4.44;0.0;Negativno;Ne
4020;0.7;-67.1;10.27;0.39;Negativno;Ne
4021;0.3;-51.9;4.31;0.1;Negativno;Ne
4022;2.8;-49.3;7.39;0.66;Negativno;Ne
4023;3.3;-68.6;6.77;0.51;Negativno;Ne
4024;12.1;-64.8;8.76;0.12;Negativno;Ne
4025;23.4;-55.7;4.66;1.02;Negativno;Ne
4026;15.3;-35.5;5.88;0.65;Negativno;Ne
4027;4.6;-58.7;7.61;0.04;Negativno;Ne
4028;5.6;-73.4;5.54;1.57;Negativno;Ne
4029;17.4;-50.5;4.18;0.26;Negativno;Ne
4030;7.2;-52.8;9.17;0.35;Negativno;Ne
4031;4.7;-47.4;6.35;0.54;Negativno;Ne
4032;4.8;-59.2;8.67;0.17;Negativno;Ne
4033;3.5;-51.6;5.48;0.3;Negativno;Ne
4034;5.4;-69.6;4.45;0.15;Negativno;Ne
4035;3.0;-60.7;5.22;0.09;Negativno;Ne
4036;5.8;-60.0;3.84;1.18;Negativno;Ne
4037;3.7;-56.8;5.56;0.05;Negativno;Ne
4038;4.8;-58.7;11.19;0.08;Negativno;Ne
4039;5.6;-65.7;7.02;0.06;Negativno;Ne
4040;2.5;-53.2;1.92;0.25;Negativno;Ne
4041;0.2;-52.1;6.53;2.45;Negativno;Ne
4042;2.5;-57.2;6.64;0.36;Negativno;Ne
4043;5.3;-76.2;6.45;0.85;Negativno;Ne
4044;1.9;-75.2;8.43;0.05;Negativno;Ne
4045;1.2;-56.3;4.18;0.42;Negativno;Ne
4046;0.6;-62.5;4.23;0.89;Negativno;Ne
4047;1.0;-49.2;8.26;0.18;Negativno;Ne
4048;1.4;-55.4;10.34;0.23;Negativno;Ne
4049;6.5;-57.2;4.11;0.69;Negativno;Ne
4050;2.6;-50.6;8.18;0.06;Negativno;Ne
4051;1.1;-52.6;5.44;1.18;Negativno;Ne
4052;3.6;-78.3;4.87;0.14;Negativno;Ne
4053;1.9;-59.2;9.37;1.85;Negativno;Ne
4054;15.0;-58.9;7.16;0.22;Negativno;Ne
4055;0.8;-69.3;5.53;0.46;Negativno;Ne
4056;4.5;-47.6;2.83;0.36;Negativno;Ne
4057;0.4;-73.7;8.67;0.01;Negativno;Ne
4058;4.2;-57.0;7.08;0.23;Negativno;Ne
4059;3.5;-53.5;5.03;0.09;Negativno;Ne
4060;0.9;-62.1;8.75;0.46;Negativno;Ne
4061;11.0;-62.8;7.23;0.24;Negativno;Ne
4062;2.9;-69.8;6.8;0.3;Negativno;Ne
4063;2.5;-49.9;0.0;0.07;Negativno;Ne
4064;4.7;-65.7;6.51;0.48;Negativno;Ne
4065;0.7;-68.2;9.63;0.34;Negativno;Ne
4066;4.6;-68.5;5.37;0.17;Negativno;Ne
4067;3.2;-61.8;5.8;0.99;Negativno;Ne
4068;2.0;-61.9;5.46;0.09;Negativno;Ne
4069;13.7;-62.7;10.06;0.24;Negativno;Ne
4070;13.6;-61.7;4.25;0.7;Negativno;Ne
4071;4.9;-54.0;5.2;0.24;Negativno;Ne
4072;7.1;-75.4;7.68;0.46;Negativno;Ne
4073;10.5;-47.9;7.9;0.62;Negativno;Ne
4074;2.9;-60.1;5.1;1.33;Negativno;Ne
4075;24.2;-80.1;5.89;0.12;Negativno;Ne
4076;13.6;-61.2;2.45;0.15;Negativno;Ne
4077;6.6;-42.7;8.23;1.09;Negativno;Ne
4078;7.0;-59.4;7.49;0.19;Negativno;Ne
4079;11.5;-56.9;9.15;0.45;Negativno;Ne
4080;0.2;-35.9;8.47;0.27;Negativno;Ne
4081;0.3;-72.6;9.33;0.52;Negativno;Ne
4082;8.7;-61.7;9.28;0.19;Negativno;Ne
4083;4.5;-63.1;4.87;0.8;Negativno;Ne
4084;2.0;-77.0;6.63;1.13;Negativno;Ne
4085;17.9;-57.3;6.42;0.87;Negativno;Ne
4086;0.5;-64.2;9.72;0.09;Negativno;Ne
4087;7.5;-43.9;6.85;0.08;Negativno;Ne
4088;1.1;-68.7;7.34;0.45;Negativno;Ne
4089;6.3;-62.0;6.92;2.43;Negativno;Ne
4090;5.1;-65.6;6.86;0.3;Negativno;Ne
4091;1.3;-45.9;8.61;0.57;Negativno;Ne
4092;8.1;-62.6;7.56;0.8;Negativno;Ne
4093;17.6;-70.2;5.34;0.11;Negativno;Ne
4094;2.4;-51.7;10.33;0.17;Negativno;Ne
4095;2.7;-67.0;8.02;0.01;Negativno;Ne
4096;2.0;-53.0;6.9;0.23;Negativno;Ne
4097;10.9;-64.3;6.9;0.45;Negativno;Ne
4098;26.7;-67.5;7.99;0.86;Pozitivno;Ne
4099;0.3;-66.3;9.13;0.44;Negativno;Ne
4100;5.3;-70.8;5.19;0.53;Negativno;Ne
4101;23.3;-64.8;7.3;0.41;Negativno;Ne
4102;5.1;-67.0;6.98;1.2;Negativno;Ne
4103;7.8;-73.8;11.03;0.11;Negativno;Ne
4104;27.8;-69.5;7.05;0.04;Negativno;Ne
4105;0.2;-59.7;4.42;0.99;Negativno;Ne
4106;17.7;-57.7;10.17;0.48;Negativno;Ne
4107;1.6;-71.9;9.06;0.28;Negativno;Ne
4108;1.2;-66.2;7.29;0.17;Negativno;Ne
4109;3.8;-52.6;4.45;0.31;Negativno;Ne
4110;11.7;-49.4;10.92;0.7;Negativno;Ne
4111;0.8;-64.0;7.83;0.55;Negativno;Ne
4112;0.2;-56.0;8.5;1.95;Negativno;Ne
4113;0.8;-54.1;8.93;0.44;Negativno;Ne
4114;1.7;-53.9;8.97;0.35;Negativno;Ne
4115;2.9;-73.5;6.24;0.06;Negativno;Ne
4116;2.5;-36.5;2.04;0.4;Negativno;Ne
4117;18.9;-56.3;5.35;0.27;Negativno;Ne
4118;20.0;-70.1;6.97;0.32;Negativno;Ne
4119;2.8;-56.8;7.11;0.65;Negativno;Ne
4120;11.5;-56.3;8.76;0.08;Negativno;Ne
4121;7.0;-59.9;6.69;0.14;Negativno;Ne
4122;12.6;-55.8;7.67;0.29;Negativno;Ne
4123;27.0;-67.2;8.6;0.68;Negativno;Ne
4124;6.1;-43.6;8.22;0.43;Negativno;Ne
4125;11.8;-72.7;9.53;0.07;Negativno;Ne
4126;7.8;-55.9;5.49;0.02;Negativno;Ne
4127;1.0;-66.1;6.38;0.16;Negativno;Ne
4128;0.7;-53.5;5.17;0.2;Negativno;Ne
4129;4.4;-43.7;10.58;0.0;Negativno;Ne
4130;4.6;-70.7;3.7;0.29;Negativno;Ne
4131;0.1;-61.6;11.62;0.07;Negativno;Ne
4132;2.4;-62.9;3.95;0.16;Negativno;Ne
4133;9.7;-50.2;6.18;1.67;Negativno;Ne
4134;2.7;-66.2;6.41;0.41;Negativno;Ne
4135;12.5;-54.4;4.97;0.41;Negativno;Ne
4136;3.9;-51.7;5.99;0.51;Negativno;Ne
4137;2.3;-58.6;5.1;0.65;Negativno;Ne
4138;2.3;-63.9;6.08;0.0;Negativno;Ne
4139;0.3;-57.7;9.79;0.59;Negativno;Ne
4140;0.1;-65.1;9.15;0.33;Negativno;Ne
4141;0.9;-53.8;8.28;0.55;Negativno;Ne
4142;1.3;-66.9;7.68;0.75;Negativno;Ne
4143;1.1;-57.6;5.96;0.29;Negativno;Ne
4144;1.5;-64.2;8.83;0.06;Negativno;Ne
4145;2.2;-62.9;7.94;0.43;Negativno;Ne
4146;0.2;-65.1;11.58;0.1;Negativno;Ne
4147;0.1;-75.8;7.34;0.25;Negativno;Ne
4148;1.1;-48.7;8.54;0.05;Negativno;Ne
4149;13.2;-70.4;10.33;0.05;Negativno;Ne
4150;1.9;-45.7;8.75;0.08;Negativno;Ne
4151;6.8;-80.7;9.52;0.15;Negativno;Ne
4152;4.0;-57.7;8.37;0.05;Negativno;Ne
4153;21.3;-74.4;8.55;0.06;Negativno;Ne
4154;0.2;-68.2;7.15;0.42;Negativno;Ne
4155;2.1;-60.0;9.11;0.94;Negativno;Ne
4156;5.9;-57.3;3.59;0.61;Negativno;Ne
4157;7.3;-60.3;9.38;0.03;Negativno;Ne
4158;1.4;-61.6;4.9;0.03;Negativno;Ne
4159;3.1;-54.0;7.16;0.57;Negativno;Ne
4160;4.1;-36.9;8.46;0.0;Negativno;Ne
4161;3.4;-60.4;8.52;0.52;Negativno;Ne
4162;1.7;-53.4;6.28;0.49;Negativno;Ne
4163;0.5;-58.4;7.3;0.69;Negativno;Ne
4164;0.9;-75.7;4.59;0.02;Negativno;Ne
4165;1.1;-45.9;9.58;1.42;Negativno;Ne
4166;10.7;-56.0;6.15;0.04;Negativno;Ne
4167;0.9;-55.1;8.48;0.16;Negativno;Ne
4168;12.2;-51.0;7.93;0.0;Negativno;Ne
4169;0.9;-45.4;6.81;0.09;Negativno;Ne
4170;3.0;-45.1;9.31;0.99;Negativno;Ne
4171;2.6;-56.9;6.56;0.59;Negativno;Ne
4172;23.3;-66.7;5.07;0.16;Negativno;Ne
4173;20.6;-47.9;4.66;0.17;Negativno;Ne
4174;0.6;-61.5;10.0;0.18;Negativno;Ne
4175;4.8;-55.7;6.7;0.15;Negativno;Ne
4176;0.2;-59.7;5.1;0.18;Negativno;Ne
4177;10.8;-64.3;6.85;0.15;Negativno;Ne
4178;15.1;-49.5;7.36;0.99;Negativno;Ne
4179;3.5;-53.1;8.57;0.47;Pozitivno;Ne
4180;5.1;-61.2;7.7;0.13;Negativno;Ne
4181;12.4;-58.9;7.32;1.05;Negativno;Ne
